timestamp,config,counter,flag,intervention,red,green,blue,osr_c,v_c,current,pol_1,pol_2,osr_angle_1,osr_angle_2,v_angle_1,v_angle_2,angle_1,angle_2,ir_1,vis_1,ir_2,vis_2,ir_3,vis_3,l_11,l_12,l_21,l_22,l_31,l_32,diode_ir_1,diode_vis_1,diode_ir_2,diode_vis_2,diode_ir_3,diode_vis_3,t_ir_1,t_vis_1,t_ir_2,t_vis_2,t_ir_3,t_vis_3,camera,v_board,v_reg
21156.567852407,standard,1500.0,0.0,1.0,196.0,0.0,72.0,1.0,5.0,100.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,27812.0,5096.0,4315.0,850.0,43.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
21156.693042604,standard,1501.0,0.0,1.0,196.0,0.0,72.0,1.0,5.0,94.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,25715.0,4593.0,4282.0,826.0,43.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,991.0
21156.820060407,standard,1502.0,0.0,1.0,196.0,0.0,73.0,1.0,5.0,101.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,25962.0,4801.0,4288.0,827.0,38.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,991.0
21156.947109188,standard,1503.0,0.0,1.0,195.0,0.0,73.0,1.0,5.0,94.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,27349.0,4985.0,4105.0,769.0,49.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
21157.074132027,standard,1504.0,0.0,1.0,195.0,0.0,73.0,1.0,5.0,93.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,27519.0,5143.0,3936.0,722.0,45.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
21157.201046346,standard,1505.0,0.0,1.0,195.0,0.0,73.0,1.0,5.0,94.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,28874.0,5479.0,4036.0,761.0,45.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
21157.328158495,standard,1506.0,0.0,1.0,195.0,0.0,73.0,1.0,5.0,94.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,28125.0,5143.0,4124.0,780.0,43.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,991.0
21157.454969034,standard,1507.0,0.0,1.0,195.0,0.0,74.0,1.0,5.0,86.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,27913.0,5313.0,4138.0,814.0,51.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,991.0
21157.582024748,standard,1508.0,0.0,1.0,195.0,0.0,74.0,1.0,5.0,87.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,29691.0,5918.0,4048.0,778.0,47.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
21157.708960392,standard,1509.0,0.0,1.0,194.0,0.0,74.0,1.0,5.0,91.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,28146.0,5225.0,4167.0,808.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,991.0
21157.835973963,standard,1510.0,0.0,1.0,194.0,0.0,74.0,1.0,5.0,85.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,28344.0,5294.0,4438.0,906.0,48.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
21157.961039288,standard,1511.0,0.0,1.0,194.0,0.0,74.0,1.0,5.0,89.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,27008.0,5090.0,4276.0,840.0,51.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,989.0
21158.085921222,standard,1512.0,0.0,1.0,194.0,0.0,75.0,1.0,5.0,91.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,27322.0,4856.0,4199.0,806.0,43.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,989.0
21158.212734529,standard,1513.0,0.0,1.0,194.0,0.0,75.0,1.0,5.0,92.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,512.0,28391.0,5570.0,3927.0,738.0,48.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
21158.33721447,standard,1514.0,0.0,1.0,194.0,0.0,75.0,1.0,5.0,95.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,28014.0,5302.0,4070.0,779.0,49.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
21158.460706176,standard,1515.0,0.0,1.0,193.0,0.0,75.0,1.0,5.0,95.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,28386.0,5276.0,4183.0,827.0,44.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
21158.585415921,standard,1516.0,0.0,1.0,193.0,0.0,75.0,1.0,5.0,96.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,26646.0,4856.0,4113.0,794.0,50.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,991.0
21158.712457607,standard,1517.0,0.0,1.0,193.0,0.0,76.0,1.0,5.0,96.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,26892.0,4992.0,4264.0,845.0,50.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
21158.839343402,standard,1518.0,0.0,1.0,193.0,0.0,76.0,1.0,5.0,90.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,28348.0,5321.0,4184.0,804.0,47.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,989.0
21158.965260677,standard,1519.0,0.0,1.0,193.0,0.0,76.0,1.0,5.0,93.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,26894.0,4977.0,4130.0,811.0,45.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
21159.089296961,standard,1520.0,0.0,1.0,193.0,0.0,76.0,1.0,5.0,100.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,28631.0,5476.0,3941.0,757.0,47.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,991.0
21159.215845721,standard,1521.0,0.0,1.0,192.0,0.0,76.0,1.0,5.0,94.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,28689.0,5515.0,4401.0,919.0,51.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
21159.340728977,standard,1522.0,0.0,1.0,192.0,0.0,77.0,1.0,5.0,97.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,29002.0,5826.0,4036.0,820.0,46.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,991.0
21159.465297341,standard,1523.0,0.0,1.0,192.0,0.0,77.0,1.0,5.0,91.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,29733.0,5666.0,4186.0,823.0,48.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,991.0
21159.587535073,standard,1524.0,0.0,1.0,192.0,0.0,77.0,1.0,5.0,90.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,27431.0,5222.0,3913.0,744.0,49.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,991.0
21159.711830118,standard,1525.0,0.0,1.0,192.0,0.0,77.0,1.0,5.0,101.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,512.0,28223.0,5485.0,4252.0,851.0,43.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
21159.838749735,standard,1526.0,0.0,1.0,191.0,0.0,77.0,1.0,5.0,92.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,512.0,28378.0,5445.0,4442.0,904.0,50.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
21159.965751525,standard,1527.0,0.0,1.0,191.0,0.0,78.0,1.0,5.0,90.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,28455.0,5493.0,4235.0,837.0,48.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
21160.092686445,standard,1528.0,0.0,1.0,191.0,0.0,78.0,1.0,5.0,89.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,512.0,28808.0,5542.0,4370.0,902.0,44.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
21160.219615161,standard,1529.0,0.0,1.0,191.0,0.0,78.0,1.0,5.0,93.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,26231.0,4746.0,4350.0,878.0,45.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
21160.344855822,standard,1530.0,0.0,1.0,191.0,0.0,78.0,1.0,5.0,96.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,27670.0,5542.0,3896.0,769.0,44.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
21160.46947742,standard,1531.0,0.0,1.0,191.0,0.0,78.0,1.0,5.0,96.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,29674.0,5720.0,4173.0,846.0,51.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,989.0
21160.596496858,standard,1532.0,0.0,1.0,190.0,0.0,79.0,1.0,5.0,101.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,512.0,30437.0,6262.0,4029.0,781.0,49.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
21160.723459098,standard,1533.0,0.0,1.0,190.0,0.0,79.0,1.0,5.0,92.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,27010.0,5108.0,4208.0,871.0,49.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
21160.850466947,standard,1534.0,0.0,1.0,190.0,0.0,79.0,1.0,5.0,91.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,28246.0,5482.0,4221.0,821.0,49.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,991.0
21160.976700873,standard,1535.0,0.0,1.0,190.0,0.0,79.0,1.0,5.0,99.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,25691.0,4917.0,3898.0,731.0,50.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,991.0
21161.100282797,standard,1536.0,0.0,1.0,190.0,0.0,79.0,1.0,5.0,91.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,512.0,28019.0,5528.0,4207.0,869.0,45.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
21161.225441869,standard,1537.0,0.0,1.0,190.0,0.0,80.0,1.0,5.0,99.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,28455.0,5552.0,4203.0,865.0,45.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,991.0
21161.348254965,standard,1538.0,0.0,1.0,189.0,0.0,80.0,1.0,5.0,98.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,27682.0,5702.0,4003.0,821.0,46.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,992.0
21161.471307808,standard,1539.0,0.0,1.0,189.0,0.0,80.0,1.0,5.0,89.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,25393.0,4962.0,4187.0,837.0,47.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
21161.594041625,standard,1540.0,0.0,1.0,189.0,0.0,80.0,1.0,5.0,98.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,27216.0,5475.0,4275.0,874.0,48.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,991.0
21161.718762583,standard,1541.0,0.0,1.0,189.0,0.0,80.0,1.0,5.0,91.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,27185.0,5479.0,4133.0,862.0,45.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
21161.845699869,standard,1542.0,0.0,1.0,189.0,0.0,81.0,1.0,5.0,90.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,28089.0,5378.0,4237.0,802.0,51.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,991.0
21161.970925137,standard,1543.0,0.0,1.0,189.0,0.0,81.0,1.0,5.0,91.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,26971.0,5064.0,4083.0,836.0,47.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
21162.095296348,standard,1544.0,0.0,1.0,188.0,0.0,81.0,1.0,5.0,91.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,512.0,25050.0,4782.0,4193.0,853.0,44.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
21162.220732365,standard,1545.0,0.0,1.0,188.0,0.0,81.0,1.0,5.0,90.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,26813.0,5145.0,3802.0,771.0,49.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,988.0
21162.342751691,standard,1546.0,0.0,1.0,188.0,0.0,81.0,1.0,5.0,93.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,27423.0,5454.0,4048.0,845.0,45.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
21162.466347821,standard,1547.0,0.0,1.0,188.0,0.0,82.0,1.0,5.0,94.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,24958.0,4751.0,4181.0,832.0,48.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
21162.591091571,standard,1548.0,0.0,1.0,188.0,0.0,82.0,1.0,5.0,100.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,27210.0,5507.0,4069.0,865.0,45.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,991.0
21162.718130162,standard,1549.0,0.0,1.0,187.0,0.0,82.0,1.0,5.0,96.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,28006.0,5525.0,4041.0,809.0,48.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
21162.844339767,standard,1550.0,0.0,1.0,187.0,0.0,82.0,1.0,5.0,97.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,512.0,26570.0,5193.0,3962.0,811.0,52.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,991.0
21162.968046206,standard,1551.0,0.0,1.0,187.0,0.0,82.0,1.0,5.0,97.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,27126.0,5481.0,4330.0,901.0,44.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,992.0
21163.093546107,standard,1552.0,0.0,1.0,187.0,0.0,83.0,1.0,5.0,99.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,27436.0,5500.0,4244.0,895.0,45.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
21163.217692934,standard,1553.0,0.0,1.0,187.0,0.0,83.0,1.0,5.0,99.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,28582.0,5845.0,3709.0,750.0,48.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,992.0
21163.342904879,standard,1554.0,0.0,1.0,187.0,0.0,83.0,1.0,5.0,100.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,512.0,27664.0,5660.0,3895.0,773.0,47.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,991.0
21163.467601411,standard,1555.0,0.0,1.0,186.0,0.0,83.0,1.0,5.0,85.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,28036.0,5613.0,4227.0,877.0,48.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,991.0
21163.594565056,standard,1556.0,0.0,1.0,186.0,0.0,83.0,1.0,5.0,96.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,28961.0,5880.0,4290.0,906.0,46.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,992.0
21163.721546757,standard,1557.0,0.0,1.0,186.0,0.0,84.0,1.0,5.0,91.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,26884.0,5195.0,4246.0,901.0,48.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
21163.848544046,standard,1558.0,0.0,1.0,186.0,0.0,84.0,1.0,5.0,93.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,27792.0,5924.0,4006.0,852.0,48.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,991.0
21163.975541461,standard,1559.0,0.0,1.0,186.0,0.0,84.0,1.0,5.0,95.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,28606.0,5857.0,3797.0,790.0,53.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,991.0
21164.100019032,standard,1560.0,0.0,1.0,185.0,0.0,84.0,1.0,5.0,92.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,25407.0,4975.0,3925.0,826.0,48.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
21164.22470014,standard,1561.0,0.0,1.0,185.0,0.0,85.0,1.0,5.0,96.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,25898.0,5417.0,4348.0,946.0,44.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,991.0
21164.348230544,standard,1562.0,0.0,1.0,185.0,0.0,85.0,1.0,5.0,87.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,24764.0,4738.0,3917.0,804.0,47.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
21164.472727416,standard,1563.0,0.0,1.0,185.0,0.0,85.0,1.0,5.0,96.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,30183.0,6305.0,4258.0,869.0,49.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,991.0
21164.597373606,standard,1564.0,0.0,1.0,185.0,0.0,85.0,1.0,5.0,88.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,28058.0,5142.0,3819.0,726.0,50.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
21164.720927979,standard,1565.0,0.0,1.0,185.0,0.0,85.0,1.0,5.0,98.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,28341.0,5804.0,4203.0,864.0,51.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,991.0
21164.847868503,standard,1566.0,0.0,1.0,184.0,0.0,86.0,1.0,5.0,95.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,29483.0,6050.0,3783.0,784.0,45.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,991.0
21164.973374712,standard,1567.0,0.0,1.0,184.0,0.0,86.0,1.0,5.0,89.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,26963.0,5402.0,3962.0,806.0,48.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,991.0
21165.097740632,standard,1568.0,0.0,1.0,184.0,0.0,86.0,1.0,5.0,96.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,27770.0,5636.0,4592.0,1022.0,50.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,991.0
21165.222322972,standard,1569.0,0.0,1.0,184.0,0.0,86.0,1.0,5.0,99.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,25154.0,5012.0,3761.0,826.0,51.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
21165.345962146,standard,1570.0,0.0,1.0,184.0,0.0,86.0,1.0,5.0,96.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,512.0,27514.0,5980.0,4091.0,859.0,51.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
21165.468619167,standard,1571.0,0.0,1.0,184.0,0.0,87.0,1.0,5.0,94.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,27594.0,6054.0,4213.0,897.0,47.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
